,victim_name,victim_race,victim_gender,lynch_date,year,lynch_location,source,latitude,longitude,search_url
1627,robert smith,black,male,1886-05-06,1886,"st. bernard, st. bernard parish, louisiana",tolnay-beck,41.71566675,-97.62928625,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=robert+smith&andtext=&dateFilterType=yearRange&page=1&sort=date
1628,ben chambers,black,male,1886-05-07,1886,"canton, madison county, mississippi",tolnay-beck,32.612602,-90.0367512,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ben+chambers&andtext=&dateFilterType=yearRange&page=1&sort=date
1629,daniel mann,white,male,1886-05-15,1886,"bartow, polk county, florida",tolnay-beck,27.8963791,-81.8431567,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=daniel+mann&andtext=&dateFilterType=yearRange&page=1&sort=date
1630,louis mann,white,male,1886-05-15,1886,"bartow, polk county, florida",tolnay-beck,27.8963791,-81.8431567,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=louis+mann&andtext=&dateFilterType=yearRange&page=1&sort=date
1631,alfred long,black,male,1886-06-06,1886,"lexington, davidson county, north carolina",tolnay-beck,35.8240265,-80.2533838,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=alfred+long&andtext=&dateFilterType=yearRange&page=1&sort=date
1632,william pruitt,white,male,1886-06-14,1886,"sipe springs, comanche county, texas",tolnay-beck,32.0906967,-98.7842219,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+pruitt&andtext=&dateFilterType=yearRange&page=1&sort=date
1633,david johnson,white,male,1886-09-14,1886," westernport, allegany county, maryland",tolnay-beck,39.4854732,-79.0446881,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=david+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
1634,george c parker,black,male,1886-07-01,1886,"walkiah bluff, hancock county, mississippi",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=george+c+parker&andtext=&dateFilterType=yearRange&page=1&sort=date
1635,john renfroe,white,male,1886-07-13,1886,"livingston, sumter county, alabama",tolnay-beck,32.5841595,-88.1872828,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+renfroe&andtext=&dateFilterType=yearRange&page=1&sort=date
1636,jake braswell,black,male,1886-07-15,1886,"flatford, bulloch county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jake+braswell&andtext=&dateFilterType=yearRange&page=1&sort=date
1637,richard boles,black,male,1886-07-16,1886,"gum springs, bossier parish, louisiana",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+boles&andtext=&dateFilterType=yearRange&page=1&sort=date
1638,ed williams,black,male,1886-06-29,1886,"gainesville, cooke county, texas",tolnay-beck,33.6258504,-97.1332963,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=ed+williams&andtext=&dateFilterType=yearRange&page=1&sort=date
1639,leander nelson,black,male,1886-08-25,1886,"magnolia, pike county, mississippi",tolnay-beck,31.1432328,-90.4587081,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=leander+nelson&andtext=&dateFilterType=yearRange&page=1&sort=date
1640,john j nelson,black,male,1886-08-25,1886,"magnolia, pike county, mississippi",tolnay-beck,31.1432328,-90.4587081,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+j+nelson&andtext=&dateFilterType=yearRange&page=1&sort=date
1641,eliza woods,black,female,1886-08-18,1886,"jackson, madison county, tennessee",tolnay-beck,35.6144446,-88.8177418,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=eliza+woods&andtext=&dateFilterType=yearRange&page=1&sort=date
1642,willis spitman,black,male,1886-08-16,1886,"bossier parish, louisiana",tolnay-beck,32.6676663,-93.5959786,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=willis+spitman&andtext=&dateFilterType=yearRange&page=1&sort=date
1643,john shorts,white,male,1886-08-14,1886,"ozark county, missouri",tolnay-beck,36.6467816,-92.4575198,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+shorts&andtext=&dateFilterType=yearRange&page=1&sort=date
1644,john smith,white,male,1886-09-01,1886,"greenville, hunt county, texas",tolnay-beck,33.1384488,-96.1108066,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+smith&andtext=&dateFilterType=yearRange&page=1&sort=date
1645,columbus white,black,male,1886-08-11,1886,"anguilla, sharkey county, mississippi",tolnay-beck,32.9740155,-90.8245437,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=columbus+white&andtext=&dateFilterType=yearRange&page=1&sort=date
1646,henry davis,black,male,1886-08-04,1886,"mcbean's station, richmond county, georgia",tolnay-beck,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+davis&andtext=&dateFilterType=yearRange&page=1&sort=date
1647,mary hollenbeck,black,female,1886-07-25,1886,"tattnall county, georgia",tolnay-beck,32.0252793,-82.0580692,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=mary+hollenbeck&andtext=&dateFilterType=yearRange&page=1&sort=date
1648,james moore,black,male,1886-08-12,1886,"macon, bibb county, georgia",tolnay-beck,32.8406946,-83.6324022,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1886&date2=1887&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+moore&andtext=&dateFilterType=yearRange&page=1&sort=date
1649,coly thompson,black,male,1887-02-02,1887,"seguin, guadalupe county, texas",seguin-rigby,29.5688411,-97.9647269,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=coly+thompson&andtext=&dateFilterType=yearRange&page=1&sort=date
1650,warren wilson,black,male,1887-02-02,1887,"seguin, guadalupe county, texas",seguin-rigby,29.5688411,-97.9647269,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=warren+wilson&andtext=&dateFilterType=yearRange&page=1&sort=date
1651,jim richards,black,male,1887-02-16,1887,"dedias, grimes county, texas",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jim+richards&andtext=&dateFilterType=yearRange&page=1&sort=date
1652,peter betters,black,male,1887-06-13,1887,"jamestown, greene county, ohio",seguin-rigby,39.6581163,-83.7349236,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=peter+betters&andtext=&dateFilterType=yearRange&page=1&sort=date
1653,jerry white,black,male,1887-08-20,1887,"long pine, brown county, nebraska",seguin-rigby,42.5354676,-99.7007758,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jerry+white&andtext=&dateFilterType=yearRange&page=1&sort=date
1654,lee shellenberger,white,male,1887-07-23,1887,"nebraska city, otoe county, nebraska",seguin-rigby,40.676526,-95.858694,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=lee+shellenberger&andtext=&dateFilterType=yearRange&page=1&sort=date
1655,richard wood,black,male,1887-01-31,1887,"leavenworth, leavenworth county, kansas",seguin-rigby,39.345184,-94.921703,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+wood&andtext=&dateFilterType=yearRange&page=1&sort=date
1656,richard woods,black,male,1887-01-29,1887,"delaware, leavenworth county, kansas",seguin-rigby,39.24894165,-94.87757607644288,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=richard+woods&andtext=&dateFilterType=yearRange&page=1&sort=date
1657,john christianson,white,male,1887-07-06,1887,"peru, miami county, indiana",seguin-rigby,40.7537253,-86.0690325,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+christianson&andtext=&dateFilterType=yearRange&page=1&sort=date
1658,john davis,white,male,1887-06-01,1887,"eckert, perry county, indiana",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+davis&andtext=&dateFilterType=yearRange&page=1&sort=date
1659,james reynolds,white,male,1887-08-14,1887,"decatur county, iowa",seguin-rigby,40.7418231,-93.7994193,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=james+reynolds&andtext=&dateFilterType=yearRange&page=1&sort=date
1660,andy wilson,black,male,1887-02-02,1887,"seguin, guadalupe county, texas",seguin-rigby,29.5688411,-97.9647269,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=andy+wilson&andtext=&dateFilterType=yearRange&page=1&sort=date
1661,john bigus,black,male,1887-11-23,1887,"frederick, frederick county, maryland",seguin-rigby,39.415779,-77.4127562,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+bigus&andtext=&dateFilterType=yearRange&page=1&sort=date
1662,frank mcgehee,black,male,1887-05-15,1887,"willis, montgomery county, texas",seguin-rigby,30.4241219,-95.4796587,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=frank+mcgehee&andtext=&dateFilterType=yearRange&page=1&sort=date
1663,charlie hamm,white,male,1887-07-21,1887,"minneola, wood county, texas",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charlie+hamm&andtext=&dateFilterType=yearRange&page=1&sort=date
1664,kit kelly,white,female,1887-12-30,1887,"beaver city, wilbarger county, texas",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=kit+kelly&andtext=&dateFilterType=yearRange&page=1&sort=date
1665,william kelly jr,white,male,1887-12-30,1887,"beaver city, wilbarger county, texas",seguin-rigby,,,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=william+kelly+jr&andtext=&dateFilterType=yearRange&page=1&sort=date
1666,reuben cole,black,male,1887-07-27,1887,"surrey county, virginia",seguin-rigby,38.81798335,-77.27107221713075,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=reuben+cole&andtext=&dateFilterType=yearRange&page=1&sort=date
1667,drew green,black,male,1887-10-19,1887,"lamar, franklin parish, louisiana",tolnay-beck,32.3107026,-91.5403977,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=drew+green&andtext=&dateFilterType=yearRange&page=1&sort=date
1668,robert duff,white,male,1887-10-16,1887,"walton, roane county, west virginia",tolnay-beck,38.6389816,-81.4020653,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=robert+duff&andtext=&dateFilterType=yearRange&page=1&sort=date
1669,charles coon,white,male,1887-10-16,1887,"walton, roane county, west virginia",tolnay-beck,38.6389816,-81.4020653,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=charles+coon&andtext=&dateFilterType=yearRange&page=1&sort=date
1670,sandy mcgee,black,male,1887-10-07,1887,"yazoo county, mississippi",tolnay-beck,32.770896,-90.4120889,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=sandy+mcgee&andtext=&dateFilterType=yearRange&page=1&sort=date
1671,oscar jeffreys,black,male,1887-10-03,1887,"little river, little river county, arkansas",tolnay-beck,33.6430628,-94.0995529,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=oscar+jeffreys&andtext=&dateFilterType=yearRange&page=1&sort=date
1672,joe adams,black,male,1887-09-30,1887,"nacogdoches, nacogdoches county, texas",tolnay-beck,31.6037322,-94.6559702,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=joe+adams&andtext=&dateFilterType=yearRange&page=1&sort=date
1673,henry johnson,black,male,1887-09-27,1887,"princeton, dallas county, arkansas",tolnay-beck,33.9817678,-92.624604,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=henry+johnson&andtext=&dateFilterType=yearRange&page=1&sort=date
1674,john mckenzie,white,male,1887-04-03,1887,"corning, adams county, iowa",seguin-rigby,40.9901625,-94.7347831,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=john+mckenzie&andtext=&dateFilterType=yearRange&page=1&sort=date
1675,jb walker,black,male,1887-05-15,1887,"willis, montgomery county, texas",seguin-rigby,30.4241219,-95.4796587,https://chroniclingamerica.loc.gov/search/pages/results/list/?date1=1887&date2=1888&searchType=advanced&language=&proxdistance=5&rows=1000&ortext=&proxtext=&phrasetext=jb+walker&andtext=&dateFilterType=yearRange&page=1&sort=date
