clippings,url,victim,case_match
"15 he disappeared and simultaneously it wasdiscovered that $ 225 , the property of > ne of the guests , was missing.kills his wife 's father.a special to the journal and tribmne from jonesboro , tenn. , says tbasrobert keys has been shot and kill . d2y his son-in-law , joe martin , at ti eeys home twelve miles from joinsjoro . no details are obtainable . keyswas a prosperous farmer . both fain.a a prominent . xml|txt",https://chroniclingamerica.loc.gov/lccn/sn86063760/1904-07-27/ed-1/seq-4/ocr/,joe martin,no
"galgen in einigen tagen instand setzen und prüfen werde . boyerbefindet sich im stadt - gefängnisse u.wird hir bis inen tag vor seiner hinrichtung verbleiben . er betheuert nochjetzt sein unschuld und stellt in abrede , daß er ein schuldgeständniß gemacht habe.die lynchmörder unbekannte.die geschworenen im jnquest überdie todesursache von wright smith gaben gestern in annapolis den wahrspruch ab . daß smith gewaltsamerweis aus dm gefängnisse gholt undvon den geschworenen unbekanntenpersonen zu tode geschossen wordensi.eine ab.nteuerliche räubergeschichte.von nanticoke kommt ein berichtüber einen raubanfall auf der chefapeake - bai , der lebhaft an die abenteuer des berüchtigten capt . kidd erinnert . vor inien tagen wurde angeblich von charles eephias , von holland island , ein segelboot im werthevon 5300. eigenthum von grantpcvts , gestohlen . nachdem er dasboot an die insel gebracht hatte , veranlaßte er john firbush , dasselbe zubesteigen und bracht ihn ungefähr 20meilen vom ufer weg . hier verlangte",https://chroniclingamerica.loc.gov/lccn/sn83045081/1898-10-15/ed-1/seq-5/ocr/,wright smith,no
"`` 897jan 5 , jan 8.j * n 16 , jan 18 , jan 19 , jan 19 , jan 19 , j-n 21 , jan 21.jan 23 , jan 24 , jan 25j sn 27 , namecolorlawrence brown colon dsimon cooperunknown msnpetr * hendersonjohn johnsonarch jovtsertin * * williams charles forsyth willis whiteeugene washington '' fit-ree taylorporter whitealleged grime-un > ' urti rpince lynched nstruck ? while milliiv.-i pt * a tu mpn il rapejames jackson colored criminal assaulttotal .... near crsnbuin ? r -iiiiih'ih ar doaks , ille ti xni'nr itabelm m i > * near ainitc city i.a.1 efie -- sunville ( iain an textallaht-asee fla * . ' organ co t * nnml. , 'to alallllill1l1ililtwashington'sbirthday entertainment ! ? at tin * true reformers hall.monday , feb. 22 , '97-8 p. m.instrumental and|vocal solos and humor , by some of thk best white talentin the city.benefit of the",https://chroniclingamerica.loc.gov/lccn/sn84025841/1897-02-13/ed-1/seq-4/ocr/,charles forsyth,no
saved it from bankruptcy by ad adaiiing 84ajing adating½ aiiing to the congregation coft uoft the sum of ofother ofiii ofioiii io < < other presidents who attended attendedthis attendedthis attendedthisthis church were andrew jackson james jamesk jamehk j polk franklin pierce james j birch buchjiiian buehlian birchandjiiian lian and andrew johnson johnsonjaoknon johnaonjaokhon johnsontiksonjaoknon clultn ih huff iliiffpresident hufflrf huffpresidentpresident lrf > lident jackson however severed re relations yelttns ¬lations 1 uns with the congregation in a a huff huffthe hulrth huffaa 9 the th result of a controversy relauve to tothe totj toththe tj th famous peggy 10xeal oxeal who upset upsetii ings i s generally at tbe the national capital capitalabout capitalabout p1tal p1talaboutabout that time the dashing dubln peggy was wasaa t member mem r of the church at the time time bat battt pastor was antagonistic to her and andi add1dused anditfusedi 1dused fused to recognise rec,https://chroniclingamerica.loc.gov/lccn/sn83045433/1908-02-16/ed-1/seq-26/ocr/,andrew johnson,no
"under lancaster hal ) , or to thesubscriber on the premises , rnayl- dtfthos l haskell , land for sale.apart of the late mary s. lunt ’ s estate , nearportland , via tukey ’ s bridge ; in parcels tosuit purchasers . euquire in person or by letter ot james johnson , stroudwater , westbrook adm ’ r of said estate withwill annexed . oot 22-d & wtfm i l l i n e r y ! mbs . cornyhas at her rooms , no . 4 cotton street , a good assortment ofmillinery , straw goods , < £c.may 12. dtfoil store.sperm , lard and wliale oils , ol best quality.lubricating oils ot various kinds , such as are warranted to give satisfaction tor heavyand light machinery , at less cost than common oils.sperm , adamantine , and parajfine wax candles , best in the market.wot . a. hvdk ,",https://chroniclingamerica.loc.gov/lccn/sn83016025/1868-05-25/ed-1/seq-4/ocr/,james johnson,no
"fort we boyswould go out on what was called thehogback near the fort to huntramps . we used the bow and arrowand were very good in shootingthem. “ once while standing in the yardsome one shot up an arrow straight , it fell and struck through the wristof cither colonel john evans or oneof the wilsons , it rvas hard to drawout . this is all the accident i recollect happening while we lived inthe fort. “ we moved from the fort , whattime i can not say , went about two orthree miles below town on the laudof john johnson , and for a time onthe land of william joseph . whileliving out on these farms , wo wereoften called up in the night andmoved off a mile or two to some housefor safety. “ during what was called the hardwinter , the snow was very deep , welived in a",https://chroniclingamerica.loc.gov/lccn/sn86092182/1885-11-07/ed-1/seq-2/ocr/,john evans,no
"to me is the impressive lesson and the inspiring mandate of the day.woodrow wilson.man seized incourt ; hangedo warrants out for members ofmissonri mob who lynched theslayer of sheriff and son.lamar , mo. , may 29. whetherthere will be any effort to identifyand prosecute members of the mobwhich yesterday hanged jay lynch , confessed slayer of sheriff johnharlow and harlow 's son here 'onmarch 3 , was a matter of muciispeculation today.local authorities early today saidno warrants had been issued . thecoroner 's jury late last night returned a verdict that lynch cameto his death `` at the hands ofparties unknown . `` lynch had pleaded guilty to thecharge and had been given a sentence of life imprisonment by judgeb . g. thurman . the murder ofwhich he was convicted took placeon march 3.lynch had been brought herefrom dutler . mo. , where he hadbeen in confinement since being apprehended at la",https://chroniclingamerica.loc.gov/lccn/sn92053934/1919-05-29/ed-1/seq-1/ocr/,jay lynch,yes
"horn ? in detroit . mich. mr.jcy was well known in railroad circlesthroughout the country both as a proi moier and manager.i tn the second missouri district r. n.| bodine ( dem . ) was nominated for con . gress on the 1.423 th ballol| at gretna , la. , jim hawkins ( colored ) , charged with assault and batteiy ' on a little white boy , was lynched by •mob.in chicago louis gimm , of pittsburgh , pa. , broke the previous 24-hourbicycle r cord , making 486 miles and1.517 yards.in a riot at a political meeting in orestes , ind. , joe martin , hosek temple * tounndsnmslavin were fatally stabbed.in chicago two robbers walked intothe office of the western foundry company in broad daylight , held up fit * i men who were in the office , took $ 1,600i from the tr©asiiner * s desk and got",https://chroniclingamerica.loc.gov/lccn/sn85033255/1896-10-01/ed-1/seq-2/ocr/,jim hawkins,yes
"nodamage.up to the 17th , citizens of new yorkcity had subscribed ( 44,230 for the michigansufferers.a 8kriotjs conflagration occurred atcarroltobf mo. , on the 17th , boralng the carroll house block , with stores underneath , andseveral stores adjoining , at rock island , dl , on the 17th , charles smith , a laborer , shot and killed hiswife , infant son and mother-in-law , and attemoted to kill mrs. metcslf . an old ladylivlna in the house , but she , with two children , escaped . the murderer gave himselfup . cause , jealousy ot his wile.a . s. trtjdx , who went from chicagoas special counsel for the chicago a altonrailroad in ferreting out the facts regardingthe recent train robbery near kansas city , atstes thst his trip wss brought about by avisit to the headquarters of the railroad company of awoman who gave the company somevaluable pointers",https://chroniclingamerica.loc.gov/lccn/sn84028271/1881-09-21/ed-1/seq-3/ocr/,charles smith,no
"for nu assignment of homestead * ol ' thc personal and real eslato belonging to thcestate of f. a. umeko , deccasod , for tho benefitof herself and miner children . i hereby givenotice that 1 will pass on tho same iu my ofliccon saturday , october 4th . 1870. richard lewis , judge probate oconco county.september 4 , 1870 . 42-4 ? auction ! w11 ill bc sold nt my residence in walhalla onfill day , september 12th , 1870 , at publi.o outcry , all my personal property , consisting ofil.usehold and kitchen furniture , farming implements , ko.j . ii . kleinbeck.september ? j , 1870 . 42-2t * lew machine will prefer itover all other . ; , and a cl rn ts selling it findil just what the r * i : oi * i ? ft want , lt makesthc shulllo look nt i toll ,",https://chroniclingamerica.loc.gov/lccn/sn84026912/1879-09-04/ed-1/seq-2/ocr/,richard lewis,no
"after hearing other witnesseswho corroborated the above , rendered averdict that the deceased came to hisdeath by a gunshot wound accidently inflicted by himself when the weapon wasin his own hands.a notable amusement event.thegrauil anil coloxxal blklh-al spectacle , uroducetl liy ike , i » hn robinsonworld 's exposition . john robinson 's ever-popular andever-welcome shows come to us this yearwith such important accessions and augmentations as to overshadow all cotemporary amusement ventures . they havenot only materially strengthened theirring and hippodrome performances andlargely added to their already vast menagerie , but are producing an astoundingnew feature , which can but commenditself to all classes of patrons . we allude to the grand biblical spectacle of '' soloman , his temple , and the queen ofsheba . '' unerring in historical accuracy , faithful in scenic delineations , realisticin depiction of incidents and events , impressively grand in pageantic effects , magnificent",https://chroniclingamerica.loc.gov/lccn/sn86075261/1892-06-25/ed-1/seq-2/ocr/,john robinson,no
"streetboard of trustees.elected february , 1374 .charles briggs , ant . carrière.george a. fosclck , r . brugier.p . anderson , a . frede rich « , george w. dunbar , george w. hynson , henry j. yose , e . marqueze , charles ^veishaar , a . lecourt . frank williams , . charles lafitte , rudoipn s : ea.w ? c . black.john 3. wallis.n . m. benaehi , thomas h huntcln . honoid , i * . jamison.r . s. howard , edward tooy . * wash. morton , w.lham s sox.w . s. bailey , j . e. livaudaia , a . k. miller , edward morphy , j . a. lnm , silas weeks , e . k. bryant , r . a. dec an , insurance.jykw orleans mutual insurancecompany.corner of canal aad camp street « .fourteenth annual statementin conformity with thet^ charter , the companypublish the",https://chroniclingamerica.loc.gov/lccn/sn83016555/1874-06-12/ed-1/seq-2/ocr/,frank williams,no
"pia'dway ' has recoveredfrom her illness . she returned mondayto . vernon , where ' she . will resume -herposition as ashistahfin the postoffice.mr . and mrs. elwin jones and ' rovjones and family- had a reunion withother . members of their family sunday atthe home of mr. and mrs. bert smith , int $ rookline . ' v ; c npxt week saturday , dee . h. the g. a.il and av . r.c will hold a regular meeting in odd fellow hall . , officers for theyear ensuing will be elected , and a goodattendance is desiredmiss loina davis of brattleboro was ather home . saturday and called on friends.her sister , miss loenja davis , .who is atthe sanitarium in pittsford , is itnprovinjlsbe expects to remain there through thew ; iniera family party of eight upent thanks-ciymg at wilsard martins , including lusbrother , l. b. martin ,",https://chroniclingamerica.loc.gov/lccn/sn86071593/1918-12-05/ed-1/seq-4/ocr/,bert smith,no
"jr. , was elected president ; geo . w. lindsay , cashier , and geo . w. williams , teller.newport national rank . franklin q. flywm . g. phillips . james cranston . david lymwilliam it . flynn , william haylott , david easthum , jacob kut » encanie and john mitchell .q . flynn w. soiî-electedbident.national rank of wilmington a iirawh , mine.—washington jones , geo . w. sparke , willi & m richards , john p. wales , george 8. capelle , stephen 8. southard . henry f. orne . jamesmorrow and edward pusey.national dank of odessa .—charles tatmancharles beaston , john appletonhoratio n. willits , henry davis , mings.serock f. shalcross , samuel peof . william polk , david j. ciiningtonbers of tho old board . chat los tutsubsequently re-olected preeident . the » well■tilofficedelaware city national bank _george maxwell , william lteybold , william 1 ) . clark.edmundd",https://chroniclingamerica.loc.gov/lccn/sn84020594/1872-01-10/ed-1/seq-4/ocr/,john mitchell,no
